timestamp,zona,placa,senyal,valor,unit,type
2026-04-28 22:43:48,ACCUMULATOR,TSAL Green,TSAL G State,0,,voltages
2026-04-28 22:43:48,ACCUMULATOR,TSAL Green,TSAL G Latch,350.08,,voltages
2026-04-28 22:43:48,ACCUMULATOR,TSAL Green,TSAL G Plaus.,416.83,,voltages
2026-04-28 22:43:48,ACCUMULATOR,Tractive System,AIR + State,261.19,,voltages
2026-04-28 22:43:48,ACCUMULATOR,Tractive System,AIR - State,439.48,,voltages
2026-04-28 22:43:48,ACCUMULATOR,Tractive System,AIR Pre State,301.52,,voltages
2026-04-28 22:43:48,ACCUMULATOR,Placa Central 2,Volt_Motor,252.83,,voltages
2026-04-28 22:43:48,HVB,TSAL Red,TSAL R State,0,,seguretat
2026-04-28 22:43:48,HVB,TSAL Red,Temp_Bateria,15.22,,temperatura
2026-04-28 22:43:48,HVB,Placa Posterior Dreta,Volt_Bateria,14.95,,voltages
2026-04-28 22:43:48,LVRB,Placa Darrera,Volt_Motor,410.43,,voltages
2026-04-28 22:43:48,LVRB,Placa Darrera,Temp_Motor,54.82,,temperatura
2026-04-28 22:43:48,LVRB,Placa Darrera,Pressio_Oli,4.81,,seguretat
2026-04-28 22:43:48,LVRB,Placa Auxiliar,Interruptor_Estop,-0.3,,seguretat
2026-04-28 22:43:49,PEDALERA,Sensors,Accel Ref,32.35,%,Dinàmica
2026-04-28 22:43:49,PEDALERA,Sensors,Accel Aux,8.28,%,Dinàmica
2026-04-28 22:43:49,PEDALERA,Sensors,Pressió Fre,8.85,bar,Dinàmica
2026-04-28 22:43:49,PEDALERA,APPS,Accel Impty,93.47,-,temperatura
2026-04-28 22:43:49,PEDALERA,SDC,BOTS,88.3,-,SDC
2026-04-28 22:43:49,COCKPIT,Sensors,Vel D,46.94,Km/h,Dinàmica
2026-04-28 22:43:49,COCKPIT,Sensors,Vel E,11.21,Km/h,Dinàmica
2026-04-28 22:43:49,COCKPIT,Sensors,Direcció,11.13,º,temperatura
2026-04-28 22:43:49,COCKPIT,Sensors,Susp D,55.82,%,temperatura
2026-04-28 22:43:49,COCKPIT,Sensors,Susp E,35.65,%,temperatura
2026-04-28 22:43:49,COCKPIT,R2D,Botó R2D,409.7,-,voltages
2026-04-28 22:43:49,COCKPIT,R2D,Estat Fre,95.3,-,temperatura
2026-04-28 22:43:49,COCKPIT,R2D,Estat TS,26.97,-,temperatura
2026-04-28 22:43:49,COCKPIT,Dashboard,Boto Pre,362.09,-,voltages
2026-04-28 22:43:49,COCKPIT,Dashboard,Boto Mod,70.26,-,temperatura
2026-04-28 22:43:49,COCKPIT,Dashboard,SW refri,10.29,-,temperatura
2026-04-28 22:43:49,COCKPIT,SDC,Inertia SW,0.22,-,SDC
2026-04-28 22:43:49,COCKPIT,SDC,SDB dash,0.28,-,SDC
2026-04-28 22:43:49,ACCUMULATOR,SDC Reset,SDC BMS,14.83,,SDC
2026-04-28 22:43:49,ACCUMULATOR,SDC Reset,SDC IMD,8.56,,SDC
2026-04-28 22:43:49,ACCUMULATOR,TSAL Green,TSAL G State,0,,voltages
2026-04-28 22:43:49,ACCUMULATOR,TSAL Green,TSAL G Latch,400.98,,voltages
2026-04-28 22:43:49,ACCUMULATOR,TSAL Green,TSAL G Plaus.,305.03,,voltages
2026-04-28 22:43:49,ACCUMULATOR,Tractive System,AIR + State,448.96,,voltages
2026-04-28 22:43:49,ACCUMULATOR,Tractive System,AIR - State,418.8,,voltages
2026-04-28 22:43:49,ACCUMULATOR,Tractive System,AIR Pre State,267.65,,voltages
2026-04-28 22:43:49,ACCUMULATOR,Placa Central 2,Volt_Motor,252.11,,voltages
2026-04-28 22:43:49,HVB,TSAL Red,TSAL R State,0,,seguretat
2026-04-28 22:43:49,HVB,TSAL Red,Temp_Bateria,34.42,,temperatura
2026-04-28 22:43:49,HVB,Placa Posterior Dreta,Volt_Bateria,10.58,,voltages
2026-04-28 22:43:49,LVRB,Placa Darrera,Volt_Motor,266.01,,voltages
2026-04-28 22:43:49,LVRB,Placa Darrera,Temp_Motor,41.09,,temperatura
2026-04-28 22:43:49,LVRB,Placa Darrera,Pressio_Oli,2.71,,seguretat
2026-04-28 22:43:49,LVRB,Placa Auxiliar,Interruptor_Estop,-0.44,,seguretat
2026-04-28 22:43:50,PEDALERA,Sensors,Accel Ref,23.17,%,Dinàmica
2026-04-28 22:43:50,PEDALERA,Sensors,Accel Aux,13.67,%,Dinàmica
2026-04-28 22:43:50,PEDALERA,Sensors,Pressió Fre,11.66,bar,Dinàmica
2026-04-28 22:43:50,PEDALERA,APPS,Accel Impty,71.9,-,temperatura
2026-04-28 22:43:50,PEDALERA,SDC,BOTS,64.13,-,SDC
2026-04-28 22:43:50,COCKPIT,Sensors,Vel D,18.15,Km/h,Dinàmica
2026-04-28 22:43:50,COCKPIT,Sensors,Vel E,8.19,Km/h,Dinàmica
2026-04-28 22:43:50,COCKPIT,Sensors,Direcció,13.75,º,temperatura
2026-04-28 22:43:50,COCKPIT,Sensors,Susp D,49.89,%,temperatura
2026-04-28 22:43:50,COCKPIT,Sensors,Susp E,11.89,%,temperatura
2026-04-28 22:43:50,COCKPIT,R2D,Botó R2D,379.4,-,voltages
2026-04-28 22:43:50,COCKPIT,R2D,Estat Fre,42.19,-,temperatura
2026-04-28 22:43:50,COCKPIT,R2D,Estat TS,17.1,-,temperatura
2026-04-28 22:43:50,COCKPIT,Dashboard,Boto Pre,263.94,-,voltages
2026-04-28 22:43:50,COCKPIT,Dashboard,Boto Mod,71.11,-,temperatura
2026-04-28 22:43:50,COCKPIT,Dashboard,SW refri,16.05,-,temperatura
2026-04-28 22:43:50,COCKPIT,SDC,Inertia SW,0.54,-,SDC
2026-04-28 22:43:50,COCKPIT,SDC,SDB dash,1.95,-,SDC
2026-04-28 22:43:50,ACCUMULATOR,SDC Reset,SDC BMS,25.18,,SDC
2026-04-28 22:43:50,ACCUMULATOR,SDC Reset,SDC IMD,9.99,,SDC
2026-04-28 22:43:50,ACCUMULATOR,TSAL Green,TSAL G State,1,,voltages
2026-04-28 22:43:50,ACCUMULATOR,TSAL Green,TSAL G Latch,259.47,,voltages
2026-04-28 22:43:50,ACCUMULATOR,TSAL Green,TSAL G Plaus.,417.78,,voltages
2026-04-28 22:43:50,ACCUMULATOR,Tractive System,AIR + State,290.31,,voltages
2026-04-28 22:43:50,ACCUMULATOR,Tractive System,AIR - State,307.35,,voltages
2026-04-28 22:43:50,ACCUMULATOR,Tractive System,AIR Pre State,284.45,,voltages
2026-04-28 22:43:50,ACCUMULATOR,Placa Central 2,Volt_Motor,350.07,,voltages
2026-04-28 22:43:50,HVB,TSAL Red,TSAL R State,1,,seguretat
2026-04-28 22:43:50,HVB,TSAL Red,Temp_Bateria,25.2,,temperatura
2026-04-28 22:43:50,HVB,Placa Posterior Dreta,Volt_Bateria,9.92,,voltages
2026-04-28 22:43:50,LVRB,Placa Darrera,Volt_Motor,400.05,,voltages
2026-04-28 22:43:50,LVRB,Placa Darrera,Temp_Motor,52.9,,temperatura
2026-04-28 22:43:50,LVRB,Placa Darrera,Pressio_Oli,1.93,,seguretat
2026-04-28 22:43:50,LVRB,Placa Auxiliar,Interruptor_Estop,-0.8,,seguretat
2026-04-28 22:43:51,PEDALERA,Sensors,Accel Ref,13.59,%,Dinàmica
2026-04-28 22:43:51,PEDALERA,Sensors,Accel Aux,15.73,%,Dinàmica
2026-04-28 22:43:51,PEDALERA,Sensors,Pressió Fre,10.93,bar,Dinàmica
2026-04-28 22:43:51,PEDALERA,APPS,Accel Impty,80.63,-,temperatura
2026-04-28 22:43:51,PEDALERA,SDC,BOTS,81.4,-,SDC
2026-04-28 22:43:51,COCKPIT,Sensors,Vel D,47.9,Km/h,Dinàmica
2026-04-28 22:43:51,COCKPIT,Sensors,Vel E,14.22,Km/h,Dinàmica
2026-04-28 22:43:51,COCKPIT,Sensors,Direcció,9.8,º,temperatura
2026-04-28 22:43:51,COCKPIT,Sensors,Susp D,63.36,%,temperatura
2026-04-28 22:43:51,COCKPIT,Sensors,Susp E,39.36,%,temperatura
2026-04-28 22:43:51,COCKPIT,R2D,Botó R2D,256.12,-,voltages
2026-04-28 22:43:51,COCKPIT,R2D,Estat Fre,59.22,-,temperatura
2026-04-28 22:43:51,COCKPIT,R2D,Estat TS,11.31,-,temperatura
2026-04-28 22:43:51,COCKPIT,Dashboard,Boto Pre,322.01,-,voltages
2026-04-28 22:43:51,COCKPIT,Dashboard,Boto Mod,92.67,-,temperatura
2026-04-28 22:43:51,COCKPIT,Dashboard,SW refri,13.11,-,temperatura
2026-04-28 22:43:51,COCKPIT,SDC,Inertia SW,0.43,-,SDC
2026-04-28 22:43:51,COCKPIT,SDC,SDB dash,-0.2,-,SDC
2026-04-28 22:43:51,ACCUMULATOR,SDC Reset,SDC BMS,38.8,,SDC
2026-04-28 22:43:51,ACCUMULATOR,SDC Reset,SDC IMD,9.41,,SDC
2026-04-28 22:43:51,ACCUMULATOR,TSAL Green,TSAL G State,0,,voltages
2026-04-28 22:43:51,ACCUMULATOR,TSAL Green,TSAL G Latch,265.21,,voltages
2026-04-28 22:43:51,ACCUMULATOR,TSAL Green,TSAL G Plaus.,434.82,,voltages
2026-04-28 22:43:51,ACCUMULATOR,Tractive System,AIR + State,405.08,,voltages
2026-04-28 22:43:51,ACCUMULATOR,Tractive System,AIR - State,260.82,,voltages
2026-04-28 22:43:51,ACCUMULATOR,Tractive System,AIR Pre State,265.7,,voltages
2026-04-28 22:43:51,ACCUMULATOR,Placa Central 2,Volt_Motor,294.63,,voltages
2026-04-28 22:43:51,HVB,TSAL Red,TSAL R State,0,,seguretat
2026-04-28 22:43:51,HVB,TSAL Red,Temp_Bateria,10.13,,temperatura
2026-04-28 22:43:51,HVB,Placa Posterior Dreta,Volt_Bateria,13.49,,voltages
2026-04-28 22:43:51,LVRB,Placa Darrera,Volt_Motor,417.53,,voltages
2026-04-28 22:43:51,LVRB,Placa Darrera,Temp_Motor,66.41,,temperatura
2026-04-28 22:43:51,LVRB,Placa Darrera,Pressio_Oli,2.03,,seguretat
2026-04-28 22:43:51,LVRB,Placa Auxiliar,Interruptor_Estop,0.17,,seguretat
2026-04-28 22:43:52,PEDALERA,Sensors,Accel Ref,41.54,%,Dinàmica
2026-04-28 22:43:52,PEDALERA,Sensors,Accel Aux,10.81,%,Dinàmica
2026-04-28 22:43:52,PEDALERA,Sensors,Pressió Fre,11.02,bar,Dinàmica
2026-04-28 22:43:52,PEDALERA,APPS,Accel Impty,48.78,-,temperatura
2026-04-28 22:43:52,PEDALERA,SDC,BOTS,59.66,-,SDC
2026-04-28 22:43:52,COCKPIT,Sensors,Vel D,47.66,Km/h,Dinàmica
2026-04-28 22:43:52,COCKPIT,Sensors,Vel E,8.47,Km/h,Dinàmica
2026-04-28 22:43:52,COCKPIT,Sensors,Direcció,8.2,º,temperatura
2026-04-28 22:43:52,COCKPIT,Sensors,Susp D,60.6,%,temperatura
2026-04-28 22:43:52,COCKPIT,Sensors,Susp E,39.24,%,temperatura
2026-04-28 22:43:52,COCKPIT,R2D,Botó R2D,372.14,-,voltages
2026-04-28 22:43:52,COCKPIT,R2D,Estat Fre,46.42,-,temperatura
2026-04-28 22:43:52,COCKPIT,R2D,Estat TS,49.68,-,temperatura
2026-04-28 22:43:52,COCKPIT,Dashboard,Boto Pre,354.56,-,voltages
2026-04-28 22:43:52,COCKPIT,Dashboard,Boto Mod,70.32,-,temperatura
2026-04-28 22:43:52,COCKPIT,Dashboard,SW refri,18.98,-,temperatura
2026-04-28 22:43:52,COCKPIT,SDC,Inertia SW,1.95,-,SDC
2026-04-28 22:43:52,COCKPIT,SDC,SDB dash,0.59,-,SDC
2026-04-28 22:43:52,ACCUMULATOR,SDC Reset,SDC BMS,39.41,,SDC
2026-04-28 22:43:52,ACCUMULATOR,SDC Reset,SDC IMD,9.69,,SDC
2026-04-28 22:43:52,ACCUMULATOR,TSAL Green,TSAL G State,1,,voltages
2026-04-28 22:43:52,ACCUMULATOR,TSAL Green,TSAL G Latch,384.32,,voltages
2026-04-28 22:43:52,ACCUMULATOR,TSAL Green,TSAL G Plaus.,424.13,,voltages
2026-04-28 22:43:52,ACCUMULATOR,Tractive System,AIR + State,367.47,,voltages
2026-04-28 22:43:52,ACCUMULATOR,Tractive System,AIR - State,280.21,,voltages
2026-04-28 22:43:52,ACCUMULATOR,Tractive System,AIR Pre State,254.14,,voltages
2026-04-28 22:43:52,ACCUMULATOR,Placa Central 2,Volt_Motor,435.87,,voltages
2026-04-28 22:43:52,HVB,TSAL Red,TSAL R State,1,,seguretat
2026-04-28 22:43:52,HVB,TSAL Red,Temp_Bateria,24.85,,temperatura
2026-04-28 22:43:52,HVB,Placa Posterior Dreta,Volt_Bateria,15.91,,voltages
2026-04-28 22:43:52,LVRB,Placa Darrera,Volt_Motor,409.55,,voltages
2026-04-28 22:43:52,LVRB,Placa Darrera,Temp_Motor,69.7,,temperatura
2026-04-28 22:43:52,LVRB,Placa Darrera,Pressio_Oli,7.79,,seguretat
2026-04-28 22:43:52,LVRB,Placa Auxiliar,Interruptor_Estop,1.21,,seguretat
2026-04-28 22:43:53,PEDALERA,Sensors,Accel Ref,44.05,%,Dinàmica
2026-04-28 22:43:53,PEDALERA,Sensors,Accel Aux,15.36,%,Dinàmica
2026-04-28 22:43:53,PEDALERA,Sensors,Pressió Fre,8.12,bar,Dinàmica
2026-04-28 22:43:53,PEDALERA,APPS,Accel Impty,98.46,-,temperatura
2026-04-28 22:43:53,PEDALERA,SDC,BOTS,95.58,-,SDC
2026-04-28 22:43:53,COCKPIT,Sensors,Vel D,49.01,Km/h,Dinàmica
2026-04-28 22:43:53,COCKPIT,Sensors,Vel E,15.86,Km/h,Dinàmica
2026-04-28 22:43:53,COCKPIT,Sensors,Direcció,13.43,º,temperatura
2026-04-28 22:43:53,COCKPIT,Sensors,Susp D,52.47,%,temperatura
2026-04-28 22:43:53,COCKPIT,Sensors,Susp E,28.07,%,temperatura
2026-04-28 22:43:53,COCKPIT,R2D,Botó R2D,257.85,-,voltages
2026-04-28 22:43:53,COCKPIT,R2D,Estat Fre,84.75,-,temperatura
2026-04-28 22:43:53,COCKPIT,R2D,Estat TS,23.79,-,temperatura
2026-04-28 22:43:53,COCKPIT,Dashboard,Boto Pre,280.7,-,voltages
2026-04-28 22:43:53,COCKPIT,Dashboard,Boto Mod,41.53,-,temperatura
2026-04-28 22:43:53,COCKPIT,Dashboard,SW refri,14.56,-,temperatura
2026-04-28 22:43:53,COCKPIT,SDC,Inertia SW,0.08,-,SDC
2026-04-28 22:43:53,COCKPIT,SDC,SDB dash,-0.08,-,SDC
2026-04-28 22:43:53,ACCUMULATOR,SDC Reset,SDC BMS,36.14,,SDC
2026-04-28 22:43:53,ACCUMULATOR,SDC Reset,SDC IMD,12.4,,SDC
2026-04-28 22:43:53,ACCUMULATOR,TSAL Green,TSAL G State,0,,voltages
2026-04-28 22:43:53,ACCUMULATOR,TSAL Green,TSAL G Latch,448.75,,voltages
2026-04-28 22:43:53,ACCUMULATOR,TSAL Green,TSAL G Plaus.,429.64,,voltages
2026-04-28 22:43:53,ACCUMULATOR,Tractive System,AIR + State,336.56,,voltages
2026-04-28 22:43:53,ACCUMULATOR,Tractive System,AIR - State,351.64,,voltages
2026-04-28 22:43:53,ACCUMULATOR,Tractive System,AIR Pre State,301.44,,voltages
2026-04-28 22:43:53,ACCUMULATOR,Placa Central 2,Volt_Motor,310.77,,voltages
2026-04-28 22:43:53,HVB,TSAL Red,TSAL R State,0,,seguretat
2026-04-28 22:43:53,HVB,TSAL Red,Temp_Bateria,32.87,,temperatura
2026-04-28 22:43:53,HVB,Placa Posterior Dreta,Volt_Bateria,14.64,,voltages
2026-04-28 22:43:53,LVRB,Placa Darrera,Volt_Motor,420.02,,voltages
2026-04-28 22:43:53,LVRB,Placa Darrera,Temp_Motor,90.18,,temperatura
2026-04-28 22:43:53,LVRB,Placa Darrera,Pressio_Oli,6.65,,seguretat
2026-04-28 22:43:53,LVRB,Placa Auxiliar,Interruptor_Estop,0.1,,seguretat
2026-04-28 22:43:54,PEDALERA,Sensors,Accel Ref,41.22,%,Dinàmica
2026-04-28 22:43:54,PEDALERA,Sensors,Accel Aux,13.9,%,Dinàmica
2026-04-28 22:43:54,PEDALERA,Sensors,Pressió Fre,9.58,bar,Dinàmica
2026-04-28 22:43:54,PEDALERA,APPS,Accel Impty,50.07,-,temperatura
2026-04-28 22:43:54,PEDALERA,SDC,BOTS,88.46,-,SDC
2026-04-28 22:43:54,COCKPIT,Sensors,Vel D,16.62,Km/h,Dinàmica
2026-04-28 22:43:54,COCKPIT,Sensors,Vel E,13.5,Km/h,Dinàmica
2026-04-28 22:43:54,COCKPIT,Sensors,Direcció,10.54,º,temperatura
2026-04-28 22:43:54,COCKPIT,Sensors,Susp D,54.12,%,temperatura
2026-04-28 22:43:54,COCKPIT,Sensors,Susp E,37.13,%,temperatura
2026-04-28 22:43:54,COCKPIT,R2D,Botó R2D,304.27,-,voltages
2026-04-28 22:43:54,COCKPIT,R2D,Estat Fre,42.0,-,temperatura
2026-04-28 22:43:54,COCKPIT,R2D,Estat TS,32.59,-,temperatura
2026-04-28 22:43:54,COCKPIT,Dashboard,Boto Pre,262.25,-,voltages
2026-04-28 22:43:54,COCKPIT,Dashboard,Boto Mod,45.37,-,temperatura
2026-04-28 22:43:54,COCKPIT,Dashboard,SW refri,24.49,-,temperatura
2026-04-28 22:43:54,COCKPIT,SDC,Inertia SW,-1.0,-,SDC
2026-04-28 22:43:54,COCKPIT,SDC,SDB dash,1.66,-,SDC
2026-04-28 22:43:54,ACCUMULATOR,SDC Reset,SDC BMS,39.57,,SDC
2026-04-28 22:43:54,ACCUMULATOR,SDC Reset,SDC IMD,13.4,,SDC
2026-04-28 22:43:54,ACCUMULATOR,TSAL Green,TSAL G State,1,,voltages
2026-04-28 22:43:54,ACCUMULATOR,TSAL Green,TSAL G Latch,266.27,,voltages
2026-04-28 22:43:54,ACCUMULATOR,TSAL Green,TSAL G Plaus.,366.67,,voltages
2026-04-28 22:43:54,ACCUMULATOR,Tractive System,AIR + State,428.02,,voltages
2026-04-28 22:43:54,ACCUMULATOR,Tractive System,AIR - State,435.71,,voltages
2026-04-28 22:43:54,ACCUMULATOR,Tractive System,AIR Pre State,252.41,,voltages
2026-04-28 22:43:54,ACCUMULATOR,Placa Central 2,Volt_Motor,303.57,,voltages
2026-04-28 22:43:54,HVB,TSAL Red,TSAL R State,0,,seguretat
2026-04-28 22:43:54,HVB,TSAL Red,Temp_Bateria,47.51,,temperatura
2026-04-28 22:43:54,HVB,Placa Posterior Dreta,Volt_Bateria,12.42,,voltages
2026-04-28 22:43:54,LVRB,Placa Darrera,Volt_Motor,439.33,,voltages
2026-04-28 22:43:54,LVRB,Placa Darrera,Temp_Motor,83.28,,temperatura
2026-04-28 22:43:54,LVRB,Placa Darrera,Pressio_Oli,6.86,,seguretat
2026-04-28 22:43:54,LVRB,Placa Auxiliar,Interruptor_Estop,-0.48,,seguretat
2026-04-28 22:43:55,PEDALERA,Sensors,Accel Ref,22.95,%,Dinàmica
2026-04-28 22:43:55,PEDALERA,Sensors,Accel Aux,13.18,%,Dinàmica
2026-04-28 22:43:55,PEDALERA,Sensors,Pressió Fre,15.72,bar,Dinàmica
2026-04-28 22:43:55,PEDALERA,APPS,Accel Impty,91.05,-,temperatura
2026-04-28 22:43:55,PEDALERA,SDC,BOTS,58.89,-,SDC
2026-04-28 22:43:55,COCKPIT,Sensors,Vel D,26.92,Km/h,Dinàmica
2026-04-28 22:43:55,COCKPIT,Sensors,Vel E,8.05,Km/h,Dinàmica
2026-04-28 22:43:55,COCKPIT,Sensors,Direcció,11.1,º,temperatura
2026-04-28 22:43:55,COCKPIT,Sensors,Susp D,94.95,%,temperatura
2026-04-28 22:43:55,COCKPIT,Sensors,Susp E,20.68,%,temperatura
2026-04-28 22:43:55,COCKPIT,R2D,Botó R2D,319.74,-,voltages
2026-04-28 22:43:55,COCKPIT,R2D,Estat Fre,72.25,-,temperatura
2026-04-28 22:43:55,COCKPIT,R2D,Estat TS,32.35,-,temperatura
2026-04-28 22:43:55,COCKPIT,Dashboard,Boto Pre,413.99,-,voltages
2026-04-28 22:43:55,COCKPIT,Dashboard,Boto Mod,49.94,-,temperatura
2026-04-28 22:43:55,COCKPIT,Dashboard,SW refri,35.01,-,temperatura
2026-04-28 22:43:55,COCKPIT,SDC,Inertia SW,1.83,-,SDC
2026-04-28 22:43:55,COCKPIT,SDC,SDB dash,0.23,-,SDC
2026-04-28 22:43:55,ACCUMULATOR,SDC Reset,SDC BMS,29.16,,SDC
2026-04-28 22:43:55,ACCUMULATOR,SDC Reset,SDC IMD,8.95,,SDC
2026-04-28 22:43:55,ACCUMULATOR,TSAL Green,TSAL G State,0,,voltages
2026-04-28 22:43:55,ACCUMULATOR,TSAL Green,TSAL G Latch,434.15,,voltages
2026-04-28 22:43:55,ACCUMULATOR,TSAL Green,TSAL G Plaus.,297.62,,voltages
2026-04-28 22:43:55,ACCUMULATOR,Tractive System,AIR + State,428.31,,voltages
2026-04-28 22:43:55,ACCUMULATOR,Tractive System,AIR - State,279.35,,voltages
2026-04-28 22:43:55,ACCUMULATOR,Tractive System,AIR Pre State,425.27,,voltages
2026-04-28 22:43:55,ACCUMULATOR,Placa Central 2,Volt_Motor,356.43,,voltages
2026-04-28 22:43:55,HVB,TSAL Red,TSAL R State,0,,seguretat
2026-04-28 22:43:55,HVB,TSAL Red,Temp_Bateria,45.85,,temperatura
2026-04-28 22:43:55,HVB,Placa Posterior Dreta,Volt_Bateria,13.11,,voltages
2026-04-28 22:43:55,LVRB,Placa Darrera,Volt_Motor,428.02,,voltages
2026-04-28 22:43:55,LVRB,Placa Darrera,Temp_Motor,51.47,,temperatura
2026-04-28 22:43:55,LVRB,Placa Darrera,Pressio_Oli,0.63,,seguretat
2026-04-28 22:43:55,LVRB,Placa Auxiliar,Interruptor_Estop,0.59,,seguretat
2026-04-28 22:43:56,PEDALERA,Sensors,Accel Ref,35.68,%,Dinàmica
2026-04-28 22:43:56,PEDALERA,Sensors,Accel Aux,10.0,%,Dinàmica
2026-04-28 22:43:56,PEDALERA,Sensors,Pressió Fre,14.5,bar,Dinàmica
2026-04-28 22:43:56,PEDALERA,APPS,Accel Impty,68.67,-,temperatura
2026-04-28 22:43:56,PEDALERA,SDC,BOTS,89.54,-,SDC
2026-04-28 22:43:56,COCKPIT,Sensors,Vel D,16.04,Km/h,Dinàmica
2026-04-28 22:43:56,COCKPIT,Sensors,Vel E,11.01,Km/h,Dinàmica
2026-04-28 22:43:56,COCKPIT,Sensors,Direcció,14.5,º,temperatura
2026-04-28 22:43:56,COCKPIT,Sensors,Susp D,90.92,%,temperatura
2026-04-28 22:43:56,COCKPIT,Sensors,Susp E,48.35,%,temperatura
2026-04-28 22:43:56,COCKPIT,R2D,Botó R2D,356.32,-,voltages
2026-04-28 22:43:56,COCKPIT,R2D,Estat Fre,74.03,-,temperatura
2026-04-28 22:43:56,COCKPIT,R2D,Estat TS,49.99,-,temperatura
2026-04-28 22:43:56,COCKPIT,Dashboard,Boto Pre,372.46,-,voltages
2026-04-28 22:43:56,COCKPIT,Dashboard,Boto Mod,61.69,-,temperatura
2026-04-28 22:43:56,COCKPIT,Dashboard,SW refri,14.14,-,temperatura
2026-04-28 22:43:56,COCKPIT,SDC,Inertia SW,-0.84,-,SDC
2026-04-28 22:43:56,COCKPIT,SDC,SDB dash,1.9,-,SDC
2026-04-28 22:43:56,ACCUMULATOR,SDC Reset,SDC BMS,27.5,,SDC
2026-04-28 22:43:56,ACCUMULATOR,SDC Reset,SDC IMD,15.99,,SDC
2026-04-28 22:43:56,ACCUMULATOR,TSAL Green,TSAL G State,0,,voltages
2026-04-28 22:43:56,ACCUMULATOR,TSAL Green,TSAL G Latch,273.69,,voltages
2026-04-28 22:43:56,ACCUMULATOR,TSAL Green,TSAL G Plaus.,390.91,,voltages
2026-04-28 22:43:56,ACCUMULATOR,Tractive System,AIR + State,389.24,,voltages
2026-04-28 22:43:56,ACCUMULATOR,Tractive System,AIR - State,407.98,,voltages
2026-04-28 22:43:56,ACCUMULATOR,Tractive System,AIR Pre State,400.01,,voltages
2026-04-28 22:43:56,ACCUMULATOR,Placa Central 2,Volt_Motor,344.6,,voltages
2026-04-28 22:43:56,HVB,TSAL Red,TSAL R State,0,,seguretat
2026-04-28 22:43:56,HVB,TSAL Red,Temp_Bateria,18.34,,temperatura
2026-04-28 22:43:56,HVB,Placa Posterior Dreta,Volt_Bateria,15.18,,voltages
2026-04-28 22:43:56,LVRB,Placa Darrera,Volt_Motor,314.69,,voltages
2026-04-28 22:43:56,LVRB,Placa Darrera,Temp_Motor,99.38,,temperatura
2026-04-28 22:43:56,LVRB,Placa Darrera,Pressio_Oli,0.31,,seguretat
2026-04-28 22:43:56,LVRB,Placa Auxiliar,Interruptor_Estop,-0.56,,seguretat
2026-04-28 22:43:57,PEDALERA,Sensors,Accel Ref,13.47,%,Dinàmica
2026-04-28 22:43:57,PEDALERA,Sensors,Accel Aux,9.1,%,Dinàmica
2026-04-28 22:43:57,PEDALERA,Sensors,Pressió Fre,12.17,bar,Dinàmica
2026-04-28 22:43:57,PEDALERA,APPS,Accel Impty,81.0,-,temperatura
2026-04-28 22:43:57,PEDALERA,SDC,BOTS,68.98,-,SDC
2026-04-28 22:43:57,COCKPIT,Sensors,Vel D,16.98,Km/h,Dinàmica
2026-04-28 22:43:57,COCKPIT,Sensors,Vel E,13.03,Km/h,Dinàmica
2026-04-28 22:43:57,COCKPIT,Sensors,Direcció,15.86,º,temperatura
2026-04-28 22:43:57,COCKPIT,Sensors,Susp D,89.65,%,temperatura
2026-04-28 22:43:57,COCKPIT,Sensors,Susp E,27.89,%,temperatura
2026-04-28 22:43:57,COCKPIT,R2D,Botó R2D,306.44,-,voltages
2026-04-28 22:43:57,COCKPIT,R2D,Estat Fre,96.36,-,temperatura
2026-04-28 22:43:57,COCKPIT,R2D,Estat TS,24.63,-,temperatura
2026-04-28 22:43:57,COCKPIT,Dashboard,Boto Pre,314.8,-,voltages
2026-04-28 22:43:57,COCKPIT,Dashboard,Boto Mod,54.33,-,temperatura
2026-04-28 22:43:57,COCKPIT,Dashboard,SW refri,20.49,-,temperatura
2026-04-28 22:43:57,COCKPIT,SDC,Inertia SW,0.9,-,SDC
2026-04-28 22:43:57,COCKPIT,SDC,SDB dash,0.45,-,SDC
2026-04-28 22:43:57,ACCUMULATOR,SDC Reset,SDC BMS,11.65,,SDC
2026-04-28 22:43:57,ACCUMULATOR,SDC Reset,SDC IMD,14.6,,SDC
2026-04-28 22:43:57,ACCUMULATOR,TSAL Green,TSAL G State,0,,voltages
2026-04-28 22:43:57,ACCUMULATOR,TSAL Green,TSAL G Latch,442.86,,voltages
2026-04-28 22:43:57,ACCUMULATOR,TSAL Green,TSAL G Plaus.,381.99,,voltages
2026-04-28 22:43:57,ACCUMULATOR,Tractive System,AIR + State,296.61,,voltages
2026-04-28 22:43:57,ACCUMULATOR,Tractive System,AIR - State,250.69,,voltages
2026-04-28 22:43:57,ACCUMULATOR,Tractive System,AIR Pre State,420.93,,voltages
2026-04-28 22:43:57,ACCUMULATOR,Placa Central 2,Volt_Motor,372.7,,voltages
2026-04-28 22:43:57,HVB,TSAL Red,TSAL R State,1,,seguretat
2026-04-28 22:43:57,HVB,TSAL Red,Temp_Bateria,25.6,,temperatura
2026-04-28 22:43:57,HVB,Placa Posterior Dreta,Volt_Bateria,12.23,,voltages
2026-04-28 22:43:57,LVRB,Placa Darrera,Volt_Motor,268.34,,voltages
2026-04-28 22:43:57,LVRB,Placa Darrera,Temp_Motor,79.93,,temperatura
